player_id,name,position,current_team,jersey_number
11925,Terique Owens,WR,,83.0
11477,LJ Davis,CB,,40.0
1683,Charles James,CB,,34.0
7065,Eli Wolf,TE,,46.0
596,Bryan Bulaga,T,LAC,75.0
5950,Nyqwan Murray,WR,,0.0
6690,Duplicate Player,CB,PHI,46.0
3476,Johnny Holton,WR,,80.0
166,Josh Cribbs,WR,,0.0
7007,Tyler Higby,OL,,60.0
7358,Jake Bargas,FB,,47.0
3902,Nolan Frese,LS,,48.0
7440,Aaron Brewer,OL,MIA,55.0
11346,Zach Morton,DL,,
3400,Clayton Fejedelem,DB,,42.0
2442,Rashad Greene,WR,,13.0
12474,Woody Marks,RB,HOU,27.0
6773,Dante Scarnecchia,,,0.0
6414,Bunchy Stallings,C,,64.0
5869,Michael Jordan,G,TB,60.0
4572,Joe Jones,LB,,52.0
2779,Ladarius Gunter,CB,,23.0
618,Arrelious Benn,WR,,17.0
4545,Keith Towbridge,TE,,43.0
11106,Nick Anderson,LB,,40.0
5637,Garrett Johnson,WR,,0.0
7391,Bryce Huff,DE,SF,47.0
8380,Thomas Booker,DL,LV,99.0
2142,Rajion Neal,RB,,43.0
5274,Roc Thomas,RB,,35.0
11446,Henry Byrd,G,MIN,68.0
4498,Aarion Penton,CB,,34.0
5750,Garrett Hudson,TE,,46.0
5579,D'Montre Wade,CB,,40.0
2813,Trovon Reed,CB,,34.0
6531,Jake Carlock,LB,,0.0
687,Ashlee Palmer,OLB,,58.0
7270,Will Sunderland,CB,,0.0
438,Nick Hayden,DT,,71.0
3533,Terrell Chestnut,CB,,0.0
11016,Malaesala Aumavae-Laulu,OL,WAS,64.0
555,Don Carey,FS,,21.0
4213,Nate Gerry,LB,,50.0
4297,Jarnor Jones,ILB,,0.0
3381,Jonathan Woodard,DE,,0.0
4119,ArDarius Stewart,WR,,18.0
11644,Cody Schrader,RB,DEN,5.0
6465,Thomas Ives,WR,CHI,0.0
3109,Ted Monachino,,,0.0
5551,Jimmy Murray,OL,,64.0
8320,A.Hansford Hansford,LB,,0.0
5788,Dante Sawyer,DE,,63.0
4040,JuJu Smith-Schuster,WR,KC,9.0
5342,Marquis Haynes,DE,,45.0
656,Cory Redding,DT,,90.0
11882,Ja'Quan Sheppard,DB,,
10889,Tyree Wilson,LB,LV,9.0
3082,Gus Bradley,,,0.0
8206,Skylar Thompson,QB,PIT,17.0
7316,Darius Bradwell,RB,,32.0
12193,Max Tooley,LB,,47.0
437,Everette Brown,ILB,,51.0
12171,British Brooks,RB,HOU,44.0
2592,Grady Jarrett,DT,CHI,50.0
1710,Gerald Rivers,DE,,48.0
5771,Kiante Anderson,DE,,76.0
2491,Ian Silberman,G,,68.0
11214,Tanner Morgan,QB,,4.0
13201,TJ Moore,CB,NYG,30.0
1246,Dominique Jones,TE,,85.0
6179,Jahlani Tavai,LB,NE,48.0
7051,Grayland Arnold,DB,,36.0
5110,Russell Gage,WR,,14.0
3159,Laremy Tunsil,OL,WAS,78.0
1586,Corey Lemonier,DE,,44.0
6363,Michael Walker,WR,,0.0
11354,D'Anthony Jones,DL,,63.0
3321,Tyreek Hill,WR,MIA,10.0
6458,Tyree St. Louis,OT,,0.0
605,Everson Griffen,DE,,97.0
1210,Audie Cole,LB,,46.0
8013,Tim Jones,WR,JAX,13.0
53,John Kuhn,FB,,29.0
2443,Ben Heeney,LB,,50.0
4571,Blake Jarwin,TE,,89.0
13074,Isaiah Neyor,WR,GB,80.0
11033,Isaiah Bolden,CB,,98.0
4226,Alex Armah,FB,,40.0
4527,Tre'von Johnson,OLB,,0.0
12382,Jake Kubas,OG,NYG,63.0
636,Chris Maragos,SS,,42.0
12198,Wayne Ruby,WR,,
7069,Alohi Gilman,DB,BAL,12.0
5815,Chris Jones,CB,,41.0
6185,Easton Stick,QB,ATL,12.0
12224,David White,WR,,16.0
2655,Nick Dzubnar,LB,,49.0
5048,Isaac Yiadom,CB,NO,27.0
6361,Raphael Leonard,WR,,14.0
4153,Jordan Leggett,TE,,81.0
12387,Leonard Payne,DT,,78.0
LAC,,DEF,LAC,
8532,Mike Brown,DB,TEN,44.0
487,Ricky Jean-Francois,DT,,97.0
11081,Cephus Johnson,WR,,28.0
2210,Pierre Warren,FS,,42.0
5105,Chris Campbell,CB,,0.0
141,Kevin Reddick,LB,,51.0
239,Cullen Jenkins,DT,,73.0
12241,Al Blades,DB,,
8197,Peyton Hendershot,TE,,88.0
6664,A.J. Ouellette,RB,,1.0
12328,Shawn Preston,DB,,
11666,Amarius Mims,OL,CIN,71.0
2216,Mike Evans,WR,TB,13.0
6682,Kareem Orr,DB,LAR,35.0
10982,Mike Morris,DE,SEA,94.0
7562,Tutu Atwell,WR,LAR,5.0
985,Sealver Siliga,DT,,98.0
2777,Tavarus Dantzler,OLB,,0.0
2429,Kwon Alexander,LB,,10.0
6959,LeVante Bellamy,RB,,0.0
2674,Paul Browning,WR,,0.0
4211,Dylan Donahue,OLB,,49.0
11357,Tyler Adams,WR,,2.0
4087,Teez Tabor,DB,,36.0
3470,Paul McRoberts,WR,,19.0
4691,Dante Blackmon,CB,,37.0
10946,Jon Gaines,OL,ARI,71.0
12708,Jalen McLeod,DE,JAX,35.0
46,Michael Griffin,FS,,22.0
11847,James Williams,DB,TEN,52.0
3195,Noah Spence,DE,,52.0
7149,Tommy Stevens,TE,NYG,0.0
4070,T.J. Watt,LB,PIT,90.0
11087,Trevor Downing,C,,
5611,Tyrell Chavis,NT,,62.0
6747,Fisayo Awolaja,G,,79.0
4509,Chris Casher,OLB,,48.0
2029,T.J. Carrie,CB,,27.0
1551,Austin Johnson,FB,,46.0
8817,Nolan Givan,TE,,0.0
3070,Rob Ryan,,,0.0
2434,Jake Ryan,LB,,47.0
2951,Tom Hornsey,P,,1.0
6289,Duke Shelley,DB,,34.0
6944,Tremayne Anchrum,OL,,78.0
1128,Derek Wolfe,DE,,95.0
105,Brandon Carr,CB,,39.0
6673,Patrick Vahe,G,,0.0
5449,Chris Cooper,DB,,39.0
8132,Tyler Allgeier,RB,ATL,25.0
991,Jeron Johnson,SS,,29.0
5762,Josh Smith,WR,,0.0
1915,Rob Blanchflower,TE,,87.0
8593,Drew White,LB,,0.0
12523,Jimmy Horn,WR,CAR,15.0
3157,William Fuller,WR,,3.0
8254,Julius Chestnut,RB,TEN,36.0
5288,Donnie Ernsberger,TE,TEN,83.0
13039,Reid Holskey,OL,NYG,67.0
1790,Blake Annen,TE,,86.0
13261,Layne Pryor,TE,HOU,47.0
7271,Henry Black,DB,,32.0
2894,Josh Watson,LB,,94.0
8107,Nikola Kalinic,TE,CHI,86.0
11172,Shae Wyatt,WR,,41.0
6779,Jordan Harris,WR,,0.0
12489,RJ Harvey,RB,DEN,12.0
3747,Cory Littleton,LB,,42.0
8682,Duplicate Player,,,
350,Mark Sanchez,QB,,0.0
4840,Reese Fleming,CB,,30.0
4324,Trey Griffey,WR,,15.0
2467,Lorenzo Doss,CB,,31.0
544,Kareem Jackson,DB,,27.0
10858,Alex Quevedo,K,,19.0
4713,C.J. Robbins,DE,,76.0
628,Daryl Washington,ILB,,58.0
3450,Devaunte Sigler,DT,,0.0
7684,Jalen Mayfield,OL,,62.0
352,Chase Coffman,TE,,85.0
704,Reggie Nelson,FS,,27.0
2650,Ty Long,P,,18.0
963,Luke Stocker,TE,,35.0
8807,Big Kat Bryant,DE,,0.0
7244,Ja'Marcus Bradley,WR,,84.0
2387,Lorenzo Mauldin,LB,,55.0
4590,Orion Stewart,SS,,30.0
3398,Kenny Lawler,WR,,11.0
5294,Mikah Holder,WR,,0.0
4897,Dean Pees,,,0.0
5227,Tanner Carew,LS,,63.0
4251,Tanzel Smart,DT,,79.0
420,Marquand Manuel,SS,,40.0
11424,Keenan Isaac,CB,,38.0
7256,Hunter Watts,OT,,77.0
4519,Devine Redding,RB,,34.0
12624,Caleb Rogers,OL,LV,76.0
3358,Anthony Zettel,DE,,0.0
5259,Lavon Coleman,RB,,0.0
1333,Russell Shepard,WR,,0.0
1681,George Winn,RB,,37.0
12748,Major Burns,DB,,
1972,Henoc Muamba,ILB,,49.0
6077,Phil Haynes,OG,,60.0
11641,Lwal  Uguak,DT,,
2106,David Fales,QB,,3.0
2982,Quinton Spain,G,,67.0
7107,Jason Huntley,RB,,31.0
7998,Riley Cole,LB,,46.0
12283,Dylan McDuffie,RB,,
410,Moise Fokou,ILB,,53.0
11343,Starling Thomas,CB,ARI,24.0
7121,Justin Rohrwasser,K,,5.0
3877,Kelsey Young,RB,,32.0
2161,Jerick McKinnon,RB,,1.0
8157,Bailey Zappe,QB,NYJ,11.0
12388,Jordan Colbert,DB,MIA,43.0
62,Trent Cole,LB,,58.0
1475,Sio Moore,LB,,54.0
12552,Walter Nolen,DL,ARI,97.0
8667,Eric Wilson,OL,,0.0
13031,Jasheen Davis,DE,,
4873,Kris Richard,,,0.0
8223,Velus Jones,WR,SEA,32.0
11075,Jacky Chen,OL,,
8666,Darrell Baker,CB,TEN,39.0
2988,Tevin Mitchel,CB,,37.0
4386,Lenzy Pipkins,CB,,41.0
8427,Player Invalid,RB,,
7130,Cassh Maluia,LB,,0.0
1490,Terrance Williams,WR,,83.0
7094,Lirim Hajrullahu,K,,9.0
12024,Sunny Anderson,DE,,
4072,Tre'Davious White,CB,BUF,27.0
2700,Levi Norwood,WR,,18.0
8743,Andrzej Hughes-Murray,LB,,0.0
7001,Brian Herrien,RB,,35.0
5181,Chandon Sullivan,CB,,34.0
232,Frank Gore,RB,,0.0
3314,Brandon Shell,T,,68.0
3337,Tyrone Holmes,DE,,50.0
3189,Eli Apple,CB,SF,30.0
5786,Marcus Peterson,WR,,0.0
6379,Khari Blasingame,FB,,48.0
12612,T.J. Sanders,DL,BUF,98.0
12365,Jordan Strachan,DE,,
5555,Dakoda Shepley,C,,64.0
6159,Mike Weber,RB,,27.0
11839,Justin Rogers,DL,,75.0
2820,Dominique Brown,RB,,0.0
7960,T.J. Simmons,WR,,83.0
12228,Blake Larson,OL,,
8663,Jared Bernhardt,WR,,83.0
11162,D.J. Stirgus,CB,,41.0
5628,Cavon Walker,DT,,79.0
7867,Spencer Brown,RB,,42.0
386,Brandon Lloyd,WR,,84.0
7535,Hunter Long,TE,JAX,84.0
1139,Ladarius Green,TE,,89.0
6732,Travis Vornkahl,OT,,67.0
11263,Lorenz Metz,OL,TB,71.0
11541,Chuck Wiley,DE,,93.0
12482,Savion Williams,WR,GB,83.0
12843,Trey Rucker,DB,,
13190,Taylor Elgersma,QB,,
3320,Halapoulivaati Vaitai,G,,72.0
4554,Mitchell Kirsch,G,,63.0
66,Tashard Choice,RB,,43.0
8088,Kalif Jackson,TE,MIA,60.0
2035,Erle Ladson,OT,,69.0
4871,Mike Munchak,,,0.0
919,Aldrick Robinson,WR,,8.0
1424,Alan Bonner,WR,,16.0
8812,Jonathan Garibay,K,,0.0
5142,Kurt Benkert,QB,,14.0
5682,Cayson Collins,OLB,,53.0
1546,Kenjon Barner,RB,,38.0
7777,Trey Smith,OL,KC,65.0
11384,Owen Wright,RB,TB,49.0
38,Chris Chester,G,,65.0
475,Gregory Toler,CB,,20.0
13019,Greedy Vance,CB,LV,41.0
2741,Richard Ash,DT,,93.0
5337,Devante Downs,LB,,0.0
3791,Jered Bell,S,,40.0
8657,Kuony Deng,LB,,46.0
8470,Joshua Williams,CB,KC,2.0
5772,Aaron Lacombe,WR,,0.0
1010,Phillip Hunt,DE,,97.0
4164,Michael Roberts,TE,,89.0
3365,Jimmy Landes,LS,,42.0
5929,Anthony Johnson,WR,,83.0
5163,Ryan Nall,RB,,35.0
5216,Ervin Philips,WR,,3.0
6095,Kiy Hester,S,,0.0
1647,Alonzo Highsmith,ILB,,45.0
8534,Duplicate Player,,,
11959,Bryce Oliver,WR,TEN,80.0
73,Nick Mangold,C,,74.0
7356,Tyshun Render,DE,,0.0
11511,John Stephens,TE,,49.0
11884,Ron Stone,DE,,
12409,Dashaun Mallory,DT,,69.0
6060,Sean Murphy-Bunting,CB,ARI,23.0
4835,Darrius Sims,RB,,47.0
7530,Frank Darby,WR,,3.0
11807,Darius Muasau,LB,NYG,53.0
13119,Collin Schlee,QB,,
12160,Morice Norris,DB,,26.0
5621,Mason Gentry,G,,79.0
6909,Lynn Bowden,WR,,5.0
7986,Antonio Phillips,CB,,0.0
7663,Teven Jenkins,OL,CLE,74.0
4876,Bradley Northnagel,LS,,0.0
11754,Mohamed Kamara,DL,TB,59.0
3243,KeiVarae Russell,DB,,35.0
12084,Jason Johnson,LB,,
11824,Travis Clayton,OT,BUF,67.0
10911,Derick Hall,DE,SEA,58.0
139,William Hayes,DE,,95.0
8894,Trevon Mason,DT,,0.0
8788,Allan George,CB,,25.0
11391,Ethan Bonner,CB,MIA,27.0
3079,Mike McCarthy,,,0.0
4241,Pat O'Connor,DE,DET,95.0
3977,Kyle Shanahan,,,0.0
65,Domenik Hixon,WR,,87.0
3445,Marcus Johnson,WR,,84.0
820,Chykie Brown,CB,,23.0
765,Jeromy Miles,SS,,36.0
3178,Josh Doctson,WR,,0.0
12400,Billy Shaeffer,LB,,
12894,Makari Paige,DB,,
2344,Eddie Goldman,DT,WAS,97.0
7378,Kyle Markway,TE,,47.0
3215,Xavien Howard,DB,,4.0
1628,Joseph Fauria,TE,,81.0
1742,Brenton Bersin,WR,,11.0
6647,Duplicate Player,,,49.0
5454,Coleman Shelton,OL,LAR,65.0
3133,Kathryn Smith,,,0.0
1480,D.J. Fluker,T,,76.0
12650,Danny Stutsman,LB,NO,28.0
7136,Kam Curl,DB,LAR,3.0
8253,Deven Thompkins,WR,ATL,83.0
8779,Delonte Hood,CB,,38.0
745,Marshawn Lynch,RB,,0.0
13055,Clarence Lewis,CB,,
4629,Tueni Lupeamanu,DT,,67.0
7683,Monty Rice,LB,,45.0
8285,Josh Ross,LB,MIN,52.0
672,Donald Washington,CB,,30.0
11526,Malachi Carter,WR,,88.0
2893,Triston Wade,S,,0.0
462,Brett Favre,QB,,4.0
728,George Selvie,DE,,93.0
7465,Nick Tiano,QB,,8.0
6421,Jalen Guyton,WR,,4.0
4468,Antony Auclair,TE,,84.0
3813,Tre Roberson,CB,,0.0
12236,Myles Jones,CB,,
6029,Jackson Barton,T,,68.0
1611,Jordan Campbell,FB,,38.0
11964,Dayton Wade,WR,BAL,82.0
3695,J.P. Holtz,TE,,86.0
8006,Isaiah Kaufusi,LB,,0.0
4941,Dontre Wilson,WR,,0.0
11732,Tory Taylor,P,CHI,19.0
3685,John Kling,OT,,63.0
1055,Gino Gradkowski,C,,75.0
7623,Darece Roberson,WR,,0.0
8861,Irvin Charles,WR,NYJ,19.0
13258,Phil Lutz,WR,,
4690,Ken Ekanem,OLB,,66.0
6697,Floyd Allen,WR,,82.0
2500,Leterrius Walton,DE,,95.0
1261,David DeCastro,OG,,0.0
8821,Adedayo Odeleye,DE,DAL,96.0
1340,Lane Johnson,T,PHI,65.0
3170,Paxton Lynch,QB,,5.0
4799,Jeremy Faulk,DT,,97.0
3407,Beau Sandland,TE,,85.0
4732,A.J. Jefferson,DE,,69.0
1919,Howard Jones,LB,,57.0
11408,Kelle Sanders,LB,,56.0
12642,Jalen Travis,OT,IND,75.0
1674,A.J. Bouye,CB,CAR,24.0
7703,Jacob Harris,WR,,30.0
6746,Duplicate Player,CB,,0.0
79,Stefan Charles,DT,,66.0
1808,Preston Brown,LB,,59.0
5558,Marcus Martin,RB,,0.0
1233,Bobby Wagner,LB,WAS,54.0
5346,Zaire Franklin,LB,IND,44.0
12569,Kelvin Banks,OL,NO,71.0
4351,Tim Patrick,WR,JAX,17.0
1639,Patrick Omameh,OL,,0.0
41,David Garrard,QB,,9.0
1845,Deontae Skinner,OLB,,46.0
2614,T.Y. McGill,DT,,63.0
1452,Aaron Hester,CB,,39.0
12556,Donovan Ezeiruaku,DL,DAL,41.0
11152,Mike McAllister,C,,54.0
11276,Joseph Ngata,WR,,86.0
5433,Ranthony Texada,CB,,32.0
1432,Jeremy Kelley,WR,,84.0
5500,Richard Jarvis,DL,,52.0
11909,Tyler Manoa,DL,,92.0
2019,Aaron Murray,QB,,7.0
7470,Evan Adams,G,,64.0
12355,Treveyon Pratt,WR,,
3107,Ben McAdoo,,,0.0
12332,Devin Richardson,LB,,
7726,Derrick Barnes,LB,DET,55.0
2846,Marquez Clark,WR,,0.0
12707,Luke Newman,OG,CHI,65.0
12233,Willie Tyler,OL,,
2224,Maurice Alexander,LB,,41.0
4863,Josh Rosen,QB,,15.0
13250,Nay'Quan Wright,RB,,
11190,Keilahn Harris,WR,,89.0
12741,Garrett Dellinger,OG,TEN,71.0
8724,Devin Hafford,DB,,0.0
4524,Ironhead Gallon,SS,,36.0
2220,Kevin Pamphile,G,,66.0
469,Matthew Mulligan,TE,,82.0
5303,Joel Iyiegbuniwe,LB,,52.0
3351,Wes Schweitzer,G,,72.0
119,James Anderson,LB,,42.0
7264,Jordan Jones,FB,,45.0
542,Dorin Dickerson,TE,,42.0
5467,Tigie Sankoh,SS,,33.0
7968,Xavier Kelly,DT,,91.0
12909,Eli Pancol,WR,IND,83.0
7169,Jace Whittaker,CB,,0.0
5108,Luke Falk,QB,,8.0
11400,Ezekiel Vandenburgh,LB,,57.0
12675,Jason Marshall,CB,MIA,33.0
6490,Mik'Quan Deane,TE,,48.0
1734,Rod Sweeting,CB,,38.0
4108,Carlos Henderson,WR,,11.0
8315,Tyree Johnson,DL,,0.0
2410,Jamison Crowder,WR,,80.0
9220,Evan Hull,RB,NO,34.0
8262,D.J. Davidson,DL,NYG,98.0
6984,Tony Jones,RB,,37.0
11818,Michael Jurgens,OL,MIN,65.0
4748,Doug Williams,,,0.0
3901,Brandon Johnson,RB,,39.0
11596,Ben Sinnott,TE,WAS,82.0
1038,Chandler Jones,LB,,55.0
641,Russell Okung,OT,,0.0
8078,Brontae Harris,DB,,0.0
8360,Logan Hall,DL,TB,90.0
1706,Jack Doyle,TE,IND,84.0
3198,Derrick Henry,RB,BAL,22.0
3588,Michael Miller,TE,,0.0
4926,Nick Schuessler,QB,PIT,0.0
528,Geno Atkins,DT,,97.0
5011,Michael Dickson,P,SEA,4.0
834,James Dockery,CB,,31.0
11728,Jaden Hicks,DB,KC,21.0
4829,Daniel Williams,WR,,6.0
2530,Joey Iosefa,RB,,47.0
935,DJ Williams,TE,,85.0
8390,Martin Emerson,DB,CLE,1.0
2495,Nick O'Leary,TE,,0.0
13105,Justin Osborne,OG,,
488,Vance Walker,DE,,96.0
3298,Zack Sanchez,CB,,31.0
12522,Cam Ward,QB,TEN,1.0
7687,Nahshon Wright,CB,CHI,26.0
1309,Darrion Weems,T,,77.0
4361,Brandon Bell,ILB,,41.0
3522,Clay DeBord,OT,,67.0
8870,Olakunle Fatukasi,LB,,54.0
6885,Ke'Shawn Vaughn,RB,,30.0
5768,Brandon Bryant,SS,,38.0
4090,Raekwon McMillan,LB,,42.0
1012,Christian Tupou,DE,,0.0
11387,Sean Ryan,WR,,82.0
2262,Trey Millard,RB,,40.0
5057,Tyquan Lewis,DE,IND,94.0
4689,Jamal Carter,DB,,25.0
11870,Jeremiah Jean-Baptiste,LB,,51.0
4735,Alex Jenkins,DE,,98.0
7426,Seth Dawkins,WR,,13.0
6429,J.T. Hassell,DB,,0.0
6882,Darnay Holmes,CB,LV,30.0
8874,Ryder Anderson,DE,,57.0
8143,Jerome Ford,RB,CLE,34.0
6645,Anthony Chesley,CB,,37.0
6694,D'Ernest Johnson,RB,NE,34.0
12496,Tai Felton,WR,MIN,13.0
11468,Kilian Zierer,T,JAX,78.0
12104,Alec Mock,LB,,
4844,Elijah Mitchell,CB,,0.0
1974,Cody Parkey,K,,0.0
281,Wallace Gilberry,DE,,95.0
5386,Matt McCrane,K,,36.0
1729,Nathan Stupar,LB,,45.0
12930,Tyler Cooper,G,WAS,
6893,Robert Windsor,DT,IND,93.0
11518,Toby Ndukwe,LB,,45.0
1118,Brandon Marshall,LB,,54.0
588,Henry Melton,DE,,69.0
3599,Dez Stewart,WR,,18.0
12316,Jay Person,DE,,
12567,Malaki Starks,DB,BAL,24.0
1306,Jeremy Ross,WR,,15.0
5523,Will House,G,,60.0
8449,Tyler Smith,OL,DAL,73.0
11178,Mariano Sori-Marin,LB,,51.0
7843,Dionte Ruffin,DB,,0.0
11652,Louis Rees-Zammit,RB,,89.0
7734,Bruno Labelle,TE,,0.0
8591,Tre Walker,LB,,0.0
2670,Edwin Jackson,ILB,,0.0
10927,Jordan Battle,DB,CIN,27.0
12828,Desmond Little,DE,,
8472,Darian Kinnard,T,GB,70.0
2041,Torrence Allen,WR,,83.0
4145,Vince Biegel,LB,,47.0
6575,Justin Alexandre,DL,,59.0
2714,Gabe Holmes,TE,,0.0
5247,David Marvin,K,,1.0
6170,Darrell Williams,OLB,,59.0
2710,Donald Celiscar,CB,,0.0
12656,Robbie Ouzts,RB,SEA,40.0
6847,Devin Duvernay,WR,CHI,12.0
7931,Forrest Merrill,DT,,68.0
5211,Jake Wieneke,WR,,9.0
634,Anthony Davis,OT,,76.0
5680,Corey Thompson,OLB,,0.0
5257,Tim Boyle,QB,,15.0
2750,DeAndre Carter,WR,CLE,2.0
9493,Puka Nacua,WR,LAR,12.0
106,Jo-Lonn Dunbar,LB,,54.0
11409,Grant Miller,OL,,63.0
13149,Caden Davis,K,,
13016,Treven Ma'ae,DL,LV,68.0
3706,Jason Neill,OLB,,91.0
3718,Makinton Dorleant,CB,,43.0
8672,Lewis Kidd,OL,,69.0
694,Reggie Walker,LB,,0.0
6030,Jordan Brown,DB,,36.0
6166,Brandon Snyder,S,,0.0
4256,Ifeadi Odenigbo,DE,,92.0
12019,Devin Carter,WR,,
11275,Mekhi Garner,CB,,26.0
5307,Justin Lawler,LB,,57.0
5324,Parris Bennett,ILB,,0.0
10226,Andrei Iosivas,WR,CIN,80.0
12177,Michael Bertoia,C,,
4285,Robert Davis,WR,,14.0
4196,Roderick Johnson,T,,66.0
8248,Kalil Pimpleton,WR,,81.0
1182,Josh Norman,CB,,29.0
5490,Jashon Robertson,OL,,0.0
8349,Jake Hansen,LB,HOU,35.0
3349,Sebastian Tretola,G,,0.0
11125,Tiawan Mullen,CB,,37.0
5431,Shay Fields,WR,,16.0
4276,Mike Tyson,SS,,32.0
1839,Cameron Gordon,ILB,,48.0
12096,Casey Rogers,DL,NYG,99.0
7463,Trey Dishon,DT,,99.0
8832,McKinley Williams,DT,,0.0
2397,Jeff Heuerman,TE,,82.0
761,Brian St Pierre,QB,,6.0
11883,Phalen Sanford,DB,,
164,Barry Cofield,NT,,98.0
5167,Dalton Sturm,QB,,1.0
13116,Tre Watson,TE,KC,49.0
4755,Charmeachealle Moore,LB,,50.0
8619,Jason Poe,OL,,59.0
5899,Jamal Peters,CB,,38.0
5813,Adarius Taylor,LB,,0.0
7654,Aaron Banks,OL,GB,65.0
5991,Maxx Crosby,DE,LV,98.0
8189,Trestan Ebner,RB,,25.0
8367,D'Marco Jackson,LB,CHI,48.0
3842,Ryan O'Malley,TE,,48.0
3312,Jonathan Williams,RB,,18.0
2245,Troy Niklas,TE,,89.0
12575,Seth McLaughlin,OL,DET,68.0
3553,Johnny Maxey,DT,,93.0
6996,JaMycal Hasty,RB,MIA,37.0
11614,Player Invalid,WR,,
4389,Chase Allen,OLB,,59.0
1558,William Gholston,DE,,92.0
3862,Donovan Williams,G,,60.0
11846,Jowon Briggs,DE,NYJ,91.0
7763,Mark Webb,DB,,29.0
7191,Jaylon Moore,WR,,76.0
5173,Dalton Keene,DE,,0.0
549,Kavell Conner,LB,,44.0
12653,Jack Kiser,LB,JAX,54.0
3229,Cyrus Jones,CB,,39.0
3734,Brennan Scarlett,LB,,57.0
5976,Karan Higdon,RB,,24.0
13147,Gus Hartwig,C,NYJ,63.0
2030,Jonathan Dowling,S,,31.0
1951,C.J. Fiedorowicz,TE,,87.0
2486,Tyrus Thompson,OT,,67.0
4503,Arthur Maulet,CB,DET,27.0
8896,Elijah Jones,CB,,0.0
8728,Kody Russey,OL,,66.0
4478,Jonathan Moxey,CB,,25.0
3975,Jim Harbaugh,,,0.0
50,Jordan Palmer,QB,,5.0
4742,Mark Spelman,G,,61.0
12729,John Williams,OL,GB,73.0
8605,George Moore,G,,0.0
1088,Kelvin Beachum,OL,ARI,68.0
6906,Antonio Gandy-Golden,TE,,18.0
12214,Andrew Raym,OL,,66.0
604,Toby Gerhart,RB,,21.0
4148,Carl Lawson,DE,,99.0
464,Thomas Gafford,LS,,46.0
12245,Jelani Baker,WR,,
12765,Keleki Latu,TE,BUF,83.0
209,Jonathan Babineaux,DT,,95.0
140,Erin Henderson,LB,,58.0
12440,Jaylon Hutchings,DT,MIN,
12095,Jjay Mcafee,TE,,
4722,Freddie Tagaloa,OT,,66.0
11617,Malachi Corley,WR,CLE,83.0
5627,Andrew Trumbetti,DE,,48.0
11338,Cory Durden,DT,NE,94.0
723,Michael Robinson,RB,,26.0
831,Andrew Hawkins,WR,,16.0
2673,Damiere Byrd,WR,,89.0
12923,Jordan Clark,DB,NYJ,33.0
2466,Ryan Russell,DE,,59.0
7932,Darius Harper,OL,,0.0
2383,P.J. Williams,CB,,26.0
TB,,DEF,TB,
7955,Pier-Olivier Lestage,OG,,62.0
6710,Josh Caldwell,RB,,30.0
3265,Sheldon Day,DT,WAS,98.0
11116,Nathan East,LB,,46.0
11682,Cole Bishop,DB,BUF,24.0
12406,Lokahi Pauole,OL,,
4981,Calvin Ridley,WR,TEN,0.0
7796,Brandin Echols,CB,PIT,26.0
675,Antrel Rolle,S,,26.0
4102,Dion Dawkins,OT,BUF,73.0
793,Danny Aiken,LS,,57.0
4171,Josh Reynolds,WR,NYJ,83.0
4573,Lewis Neal,DT,,66.0
6926,Brycen Hopkins,TE,,88.0
7893,Dedrick Mills,RB,,0.0
11698,Maason Smith,DT,JAX,94.0
13096,Paris Shand,DE,,
7946,Jack Stoll,TE,NO,88.0
669,Arian Foster,RB,,29.0
1999,Shaquil Barrett,LB,,56.0
568,Lamarr Houston,LB,,99.0
1057,Ishmaa'ily Kitchen,DT,,66.0
1495,Ryan Nassib,QB,,4.0
6455,Willie Wright,OL,,0.0
3137,Curtis Modkins,,,0.0
8576,Ty Shelby,LB,,59.0
7419,James Pierre,CB,PIT,42.0
4619,Dee Virgin,DB,,0.0
3670,Will Ratelle,FB,,39.0
3275,Ricardo Louis,WR,,80.0
12728,Marcus Bryant,OL,NE,52.0
2998,Cameron Jefferson,G,,78.0
6138,Saivion Smith,CB,,23.0
7729,Dez Fitzpatrick,WR,,87.0
4581,Jerrol Garcia-Williams,ILB,,0.0
4424,D.J. Killings,CB,,34.0
5204,Anthony Coyle,T,,0.0
12465,Player Invalid,RB,,
3745,Nicholas Grigsby,OLB,,53.0
5279,Quadree Henderson,WR,,15.0
5318,Ja'Whaun Bentley,LB,,53.0
7439,Tommy Hudson,TE,,89.0
13241,D.K. Kaufman,DB,,
8564,Donovan Jeter,DT,,71.0
3529,Nile Lawrence-Stample,NT,,70.0
7856,Cole Banwart,G,,61.0
582,Riley Cooper,WR,,14.0
8077,Otis Anderson,RB,,0.0
12415,Jotham Russell,LB,,66.0
2935,Ricky Collins,WR,,0.0
1973,Jonathan Newsome,LB,,91.0
5722,Darvin Kidsy,WR,,0.0
5912,Carl Granderson,DE,NO,96.0
3131,Frank Reich,,,0.0
3328,Rashard Higgins,WR,,17.0
2776,Tay Glover-Wright,CB,,47.0
5514,Evan Perroni,,TB,0.0
5671,Joshua Kalu,DB,,30.0
10224,Brayden Willis,TE,SF,82.0
12463,Player Invalid,RB,,
92,Andre Johnson,WR,,81.0
7282,Kendall Coleman,DE,,73.0
2373,Clive Walford,TE,,0.0
7755,Chris Wilcox,CB,,31.0
7827,Darrick Forrest,DB,,49.0
